Date,Instrument,Open Price,High Price,Low Price,Close Price,Adjusted_close,Volume,Company Market Cap,Average Number of Shares Outstanding,Book Value per Share,Common Shares - Outstanding - Total,EPS - Basic - excl Extraordinary Items - Normalized - Total,EPS - Diluted - excl Exord Items Applicable to Common Total,Income Available to Common Shares,Period End Date,Revenue from Business Activities - Total,Shares used to calculate Basic EPS - Total,T12M_Revenue,T12M_Net_Income,Announce_Date,Market_cap_calculado,Price_to_Sales,Price_to_Book,Price_to_Book_inverse,EPS_calculado,Price_to_Earnings
1998-01-02,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-01-05,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-01-06,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-01-07,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-01-08,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-01-09,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-01-12,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-01-13,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-01-14,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-01-15,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-01-16,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-01-20,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-01-21,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-01-22,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-01-23,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-01-26,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-01-27,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-01-28,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-01-29,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-01-30,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-02-02,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-02-03,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-02-04,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-02-05,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-02-06,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-02-09,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-02-10,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-02-11,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-02-12,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-02-13,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-02-17,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-02-18,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-02-19,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-02-20,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-02-23,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-02-24,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-02-25,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-02-26,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-02-27,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-02,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-03,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-04,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-05,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-06,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-09,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-10,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-11,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-12,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-13,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-16,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-17,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-18,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-19,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-20,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-23,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-24,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-25,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-26,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-27,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-30,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-03-31,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-04-01,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-04-02,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-04-03,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
1998-04-06,PODD.OQ,,,,,,0.0,,,,,,,,,,,,,,,,,,,
