Date,Instrument,Open Price,High Price,Low Price,Close Price,Adjusted_close,Volume,Company Market Cap,Average Number of Shares Outstanding,Book Value per Share,Common Shares - Outstanding - Total,EPS - Basic - excl Extraordinary Items - Normalized - Total,EPS - Diluted - excl Exord Items Applicable to Common Total,Income Available to Common Shares,Period End Date,Revenue from Business Activities - Total,Shares used to calculate Basic EPS - Total,T12M_Revenue,T12M_Net_Income,Announce_Date,Market_cap_calculado,Price_to_Sales,Price_to_Book,Price_to_Book_inverse,EPS_calculado,Price_to_Earnings
1998-01-02,WRB.N,,,,,,0.0,1266862868.25,,,,,,,,,,,,,,,,,,
1998-01-05,WRB.N,,,,,,0.0,1277943301.5,,,,,,,,,,,,,,,,,,
1998-01-06,WRB.N,,,,,,0.0,1318571556.75,,,,,,,,,,,,,,,,,,
1998-01-07,WRB.N,,,,,,0.0,1300104168.0,,,,,,,,,,,,,,,,,,
1998-01-08,WRB.N,,,,,,0.0,1296410690.25,,,,,,,,,,,,,,,,,,
1998-01-09,WRB.N,,,,,,0.0,1281636779.25,,,,,,,,,,,,,,,,,,
1998-01-12,WRB.N,,,,,,0.0,1255782435.0,,,,,,,,,,,,,,,,,,
1998-01-13,WRB.N,,,,,,0.0,1224387874.125,,,,,,,,,,,,,,,,,,
1998-01-14,WRB.N,,,,,,0.0,1233621568.5,,,,,,,,,,,,,,,,,,
1998-01-15,WRB.N,,,,,,0.0,1229928090.75,,,,,,,,,,,,,,,,,,
1998-01-16,WRB.N,,,,,,0.0,1218847657.5,,,,,,,,,,,,,,,,,,
1998-01-20,WRB.N,,,,,,0.0,1225311243.5625,,,,,,,,,,,,,,,,,,
1998-01-21,WRB.N,,,,,,0.0,1248395479.5,,,,,,,,,,,,,,,,,,
1998-01-22,WRB.N,,,,,,0.0,1211460702.0,,,,,,,,,,,,,,,,,,
1998-01-23,WRB.N,,,,,,0.0,1218847657.5,,,,,,,,,,,,,,,,,,
1998-01-26,WRB.N,,,,,,0.0,1235468307.375,,,,,,,,,,,,,,,,,,
1998-01-27,WRB.N,,,,,,0.0,1233621568.5,,,,,,,,,,,,,,,,,,
1998-01-28,WRB.N,,,,,,0.0,1263169390.5,,,,,,,,,,,,,,,,,,
1998-01-29,WRB.N,,,,,,0.0,1233621568.5,,,,,,,,,,,,,,,,,,
1998-01-30,WRB.N,,,,,,0.0,1215154179.75,,,,,,,,,,,,,,,,,,
1998-02-02,WRB.N,,,,,,0.0,1252088957.25,,,,,,,,,,,,,,,,,,
1998-02-03,WRB.N,,,,,,0.0,1244702001.75,,,,,,,,,,,,,,,,,,
1998-02-04,WRB.N,,,,,,0.0,1263169390.5,,,,,,,,,,,,,,,,,,
1998-02-05,WRB.N,,,,,,0.0,1300104168.0,,,,,,,,,,,,,,,,,,
1998-02-06,WRB.N,,,,,,0.0,1300104168.0,,,,,,,,,,,,,,,,,,
1998-02-09,WRB.N,,,,,,0.0,1270556346.0,,,,,,,,,,,,,,,,,,
1998-02-10,WRB.N,,,,,,0.0,1296410690.25,,,,,,,,,,,,,,,,,,
1998-02-11,WRB.N,,,,,,0.0,1292717212.5,,,,,,,,,,,,,,,,,,
