,0
MSFT,1.2082445059457898
MSI,0.8866022109257449
MTB,1.0580878445178175
MTCH,1.189429892820923
MTD,1.0414765906114563
MU,1.537718822141191
NDAQ,0.8981176907117951
NDSN,1.0750415009125964
NEE,0.6945768862615206
NEM,0.40803694336938495
NFLX,1.1776128065934435
NI,0.6285884876063625
NKE,1.042262257821332
NOC,0.5514703748689731
NOW,1.3660804458455993
NRG,0.9616918920756952
NSC,1.0085121875421934
NTAP,1.1047647975223396
NUE,1.1521403069359812
NVDA,1.8350928246903968
NVR,0.9999447813772794
NWS,1.0309148741028196
NWSA,1.0307208561419745
O,0.7488653876570956
ODFL,1.0685772268856897
OKE,1.2002009357701413
OMC,0.875025418151322
ON,1.779946962692634
ORCL,0.9645481949084915
ORLY,0.7195869849788527
OXY,1.2098497934737575
PANW,1.0505138666842175
PARA,1.1397356265235887
PAYC,1.4753095013779847
PAYX,0.9987033868034161
PCAR,0.889124712515623
PCG,0.8505712583003339
PEG,0.625769606292855
PEP,0.5990886410974026
PFE,0.5674688825330751
PFG,1.2357378855939543
PG,0.526344984078736
PGR,0.6213421552290498
PH,1.278415927310083
PHM,1.2135510367617703
PKG,0.8526181915803258
PLD,0.9887114255817558
PM,0.6282140862275736
PNC,1.1279662348572133
PNW,0.6005035333990991
PODD,1.0130275395602357
POOL,0.9972784170847822
PPG,0.9898667330260744
PPL,0.6755199177633039
PRU,1.2596307747830857
PSA,0.6085212156852229
PSX,0.9898376090498904
PTC,1.1093352630232545
PWR,1.1150012768433635
PYPL,1.333918641194345
QCOM,1.3565883098708196
REG,0.920433428401588
REGN,0.6854865518970845
RF,1.2703423491249342
RJF,1.1828161115935356
RL,1.1374081528886
RMD,0.9179393763992948
ROK,1.1506523390354244
ROL,0.6790534701211055
ROP,0.8929166866652124
ROST,1.059104263861291
RSG,0.6362769104817949
RTX,0.8969875738595232
RVTY,0.9366518180013883
SBAC,0.7827721898879766
SBUX,1.0135322268307645
SCHW,1.115505227037576
SHW,0.9148095994974119
SJM,0.3068047170087975
SNA,0.9319506584090433
SO,0.5719488013909172
SPG,1.1299896370236837
SPGI,1.0421697337608677
SRE,0.6763741705121006
STLD,1.214193789904162
STT,1.2446402616548613
STZ,0.7372942976497506
SWKS,1.4797633159502097
SYF,1.3738713717199917
SYK,0.9904107162520347
SYY,0.9150625036091063
T,0.5803654237116593
TAP,0.6683810370063199
TDG,1.1670083219916876
TDY,0.9917692511215934
TECH,0.9533907733130054
TER,1.5394716373811597
TFC,1.2215092052332372
TFX,0.9114372895816503
TGT,0.8387845983633023
TJX,0.9223690894234093
TPL,1.0010319345484653
TPR,1.378683720372909
TRMB,1.2472835223012828
TROW,1.2929112200288821
TRV,0.7518991858192745
TSCO,0.7962264212815968
TSLA,1.56008717347399
TXN,1.1771401155776375
TXT,1.2271188203774956
TYL,0.9440827092008588
UDR,0.8203792875403749
UHS,1.0251299885420186
ULTA,1.051695450150799
UNH,0.7842838241338604
UNP,0.8969283730872576
UPS,0.8566199543056795
USB,1.0850483200896202
V,1.0220754446624793
VLO,1.0756806302755324
VMC,0.9663662376129993
VRSK,0.8134965761895784
VRSN,0.9541886484911586
VRTX,0.8216520113771756
VTR,0.9590397684830436
VTRS,0.8521223322249937
VZ,0.42802943110298414
WAB,1.0506812796206182
WAT,0.9325732553487497
WBA,0.8249322113977933
WBD,1.0637736668928777
WDAY,1.226500634611406
WDC,1.4757093542604287
WEC,0.4911547099245861
WELL,0.8878811182320842
WFC,1.124906782723627
WM,0.5975317492492698
WMB,0.9572782262764448
WMT,0.48510097783019135
WRB,0.7700389665652909
WST,0.8675904881409827
WY,1.2191406110676954
WYNN,1.3855883420728734
XEL,0.5377814321327872
XOM,0.8075079574183837
XYL,1.0709087207140293
YUM,0.7599612400651916
ZBH,0.8588881170986937
ZBRA,1.3505399829312816
ZTS,0.9286530123893525
