,mkt,size,value,beta,mom,res_vol
2016-02-22,0.014133916631791603,-0.0006624622827687365,0.0011376403275435692,0.003191610273434571,-0.0023827034524279006,0.004932646273099861
2016-02-23,-0.011467237341258811,-0.0014057942268849073,-0.0012246029026608519,-0.008550214245240457,0.0035597591892057574,0.00022511680107247797
2016-02-24,0.0050415878135211915,-0.0007226628939322921,0.0008451713857870932,0.00034319341829490863,0.000749394895189512,0.0044504214348765015
2016-02-25,0.01134883647513122,-0.0008055227183155483,0.0001013088518079203,-0.00019501413238353298,0.0026339414922455454,0.0006908476707844173
2016-02-26,-0.0021221204224651843,-0.0015632629724549798,0.00025655534585033025,0.005809817538481024,-0.003813306265284514,0.0004961852986494445
2016-02-29,-0.00774254899503493,-0.0008293023895897865,-6.741044957768021e-05,-0.002858143795027874,-0.0010140907260522654,0.001507812815338051
2016-03-01,0.022867943117193763,0.0008836781989155509,0.00017945386414299142,0.01287027737746171,0.0028864233727094206,-0.0027055837753070123
2016-03-02,0.005072936491647924,4.7082248323039534e-05,0.0021705530046772,0.0009060730009189047,-0.0045939141732627056,0.0034106933562637
2016-03-03,0.004774730317052252,-0.0020843582309332757,0.0016872816964229576,0.00018241426866639484,-0.004278641644771739,0.000769517045460731
2016-03-04,0.004015257356224102,-0.0010845929950603986,0.0011887481640216334,0.0010176959347482605,-0.0028209156351508974,0.000191885605708083
2016-03-07,0.0008215374304346983,-0.000860066988524872,0.0006442766932725982,-0.002975404593971159,-0.00762860875687559,0.0008378187333165805
2016-03-08,-0.011015331229935818,0.001908010380720174,-0.0006136577869106973,-0.007231166988982797,0.00873941284928665,-0.002552074828451058
2016-03-09,0.004396288369490819,0.0004636511288435791,0.0014968947910591187,0.00026738687670918256,0.0009721072165489548,0.00334719202747241
2016-03-10,0.0007535927657314871,-0.0007993107704657159,0.0026058680662720476,-0.001714351566162765,0.003262757927094675,0.0020018864828238074
2016-03-11,0.01666518432215171,-0.002986120356656936,0.00011099860847893419,0.0075630167468352105,-0.0031380065171115884,-0.001781025359040045
2016-03-14,-0.0009116906546901194,0.00044006627468329843,-0.0011687751939254932,8.19076048417871e-06,0.001476056242096641,0.000846219564047774
2016-03-15,-0.0023003913045628378,0.0015173385065078088,0.0009481898898889082,0.0009866260620303713,0.005514233790025498,-0.0036705477977475587
2016-03-16,0.006877931876052884,-0.0017421579240157355,-0.00017225009546232054,0.001806726073601426,-0.00041272393036564665,0.004220321892598935
2016-03-17,0.007450397559742081,-0.0025195854443070967,-0.0009607109286318611,0.00342409395206081,-0.0017757196812237227,-0.0037046484904815474
2016-03-18,0.00506296103634141,-0.0007002108551006504,0.0007819332323480905,0.0037764468898591375,-0.00268029383658668,-0.0005777706429587466
2016-03-21,0.0001960914879985834,0.0014808916016182034,0.0007372157963413901,6.337157954261735e-05,0.00012918735459785526,8.198682998118213e-05
2016-03-22,-0.0008014815386619029,5.1524988720598344e-05,-0.0013681959664133187,0.000914845884542229,-0.0003537632058148419,0.0018279263250854446
2016-03-23,-0.006743169596767423,8.43264781761363e-06,-0.0009338529570873442,-0.0032660069392477075,0.00593167230711509,-0.005229741966859929
2016-03-24,-0.0011425715261864202,0.0014706387969639805,-0.0008560329728796788,-0.001437157756996962,0.0006258143835312796,0.002357977518948558
2016-03-28,0.0010905446539151112,-0.001713698563086165,0.0007949493633632218,-0.0007434234939593376,0.002206264815858555,-0.0005852396983066805
2016-03-29,0.008979550250060135,-0.0004068172974605575,-0.0022703714223918847,-0.0008436546702537107,0.0021551822373942343,0.0022882548399907293
2016-03-30,0.004094558675187913,0.0012351029679215145,0.00018943318135008168,0.0032015499907002143,0.00024767182255661574,-0.002478646071109259
2016-03-31,-0.001465558756687529,-0.0010330478562877356,-0.0005255079308439345,-0.0009553608451693365,-0.0012249705821408404,0.0015285848790198894
2016-04-01,0.0066255347155460345,0.0007147109663468376,-0.0012391411892028125,0.0008641131724491512,0.00248771881285506,-0.0011868132627181585
2016-04-04,-0.004341139803741848,0.0025862690246414243,-0.002558260928023796,-0.0033971153416551903,-0.0002886912039921801,0.001331713990837384
2016-04-05,-0.009236497676927524,0.0008767460547996829,-0.0023130388965305415,-0.0003966225517957213,-0.00012119463134929498,0.00028221937488525
2016-04-06,0.00992394413493725,0.0009539370910739331,-0.003230567909429785,0.003800582945287615,-0.0017903531670365766,0.0030980443682415773
2016-04-07,-0.011923878669845574,9.297804502683585e-05,-0.0011764495467100353,-0.00453642577948354,0.001130778501359283,0.0026400179069438383
2016-04-08,0.0038756984282004303,-0.0011688251187417056,0.00026837827422905954,0.002190769348747468,-0.001174289322118704,-0.0008191595061872645
2016-04-11,-0.00230545791721767,-0.0006243880569776782,0.0012632575676133767,0.002919620058246625,-0.0004237496421190587,-0.0012428138817023467
2016-04-12,0.009103348748665797,0.0014666031592813688,0.0003033959699697416,0.0016523372744872986,-0.00245206741581087,0.002798515660389719
2016-04-13,0.010314166002514462,-0.0018352691360719018,0.0027977292644060137,0.011394639023352436,-0.0016666343831854998,-0.00465798687097569
2016-04-14,-0.000440507399342837,0.0014409729882669366,-0.0010306821000741514,0.0024546353163145867,0.000444772444273901,-0.0007384195808607598
2016-04-15,0.00032839940210749416,-0.0013538708850564154,0.0002774738472458071,-0.0039147235686712595,0.0022412367026593866,0.0013472473546676821
2016-04-18,0.006487832816864822,0.0006058524506574577,0.00038183833992797304,0.000990896448071895,0.001134734405515583,0.0014518646847958947
2016-04-19,0.0031540018878204786,-0.0009632782383948262,0.0015260011339117406,0.001118226067017415,-0.007012316582594373,-0.0021242276770442768
2016-04-20,0.0002887920053637894,0.0006641809870577741,0.002209614232465738,0.008303334887658068,-0.000717814522575949,0.0004119409623733738
2016-04-21,-0.0071019550328600065,0.00181101457307308,-0.0005980986792007874,0.00392208828089359,0.0005156959249860926,0.0015147933608302914
2016-04-22,0.0024033004568485145,-0.004097859644905473,0.0015782343519417552,-0.0028486468175830813,-0.005817666050778407,-0.0006556585952649085
2016-04-25,-0.0013189966918597776,0.0006295686093066954,-0.0002691562036715875,-0.00332569468057562,0.002229775964198012,-0.0012923424210931763
2016-04-26,0.0034014842670772698,-0.0036577679830456437,0.0012658360233969257,0.0016335446590451418,-0.003082286439333181,0.00014741175901123845
2016-04-27,0.003815398537919609,-0.00410804060914561,0.000918572998793242,0.001331990024709416,0.0018970340612760165,-0.0006811516239878331
2016-04-28,-0.009980705243978621,0.00034556567357044957,-0.0013947455211278984,-0.005379098466757143,-0.0001743371699343255,0.0006981344301087226
2016-04-29,-0.005106468007271489,0.0020287916716420556,-0.0021704131961873215,-0.0016399875644338082,0.007917118359561843,0.003537306210509899
2016-05-02,0.00844223517882419,0.00014898941237226771,-0.00024292115663477915,1.6550855360900242e-05,0.00368566584709656,0.00020416402027746455
2016-05-03,-0.008310202969902543,0.0009600322316694622,-0.0016649109500621725,-0.006987361322864906,-0.0005241566595441401,-0.00021519127868326884
2016-05-04,-0.005154793683401231,-0.0004023525446851205,-0.0015758988804614347,-0.006329693863453735,0.0013327716171274832,-0.00022209008444861293
2016-05-05,0.00030475131036852084,0.0002568702132270443,-0.0026473948897032633,-0.0005931742591430581,-0.0008726741917540958,0.0019821358928299154
2016-05-06,0.0034625950653527594,-0.00011398133540693853,3.240763000557302e-05,0.00301906951207089,0.0049159260445951125,-0.000541124294304429
2016-05-09,0.0011443315166619263,6.650890609352449e-05,-0.0012311855552074916,-0.004995847690927532,-7.547462660470678e-05,-0.001067157808764859
2016-05-10,0.012012250032926695,0.00032148848118515014,-0.000236188603257109,0.004543403305478137,0.0007831368522608908,0.0009739372503209723
2016-05-11,-0.008974321816728234,-0.0005897722177454709,0.0008253814624636041,0.002360751860300771,0.0029459495664584927,2.25127573610527e-06
2016-05-12,3.207073798848069e-05,-0.0002908172051771463,-0.0016249525397808262,-0.0016364552405174456,0.0029648658426760233,-0.002422755251367082
2016-05-13,-0.008100802446426946,-0.0006407918373955088,-0.00042454365461362946,0.0009534377692783734,0.0034673605929286017,0.0007628968171569032
2016-05-16,0.009754182790032723,0.001135115868058543,-0.0013873585337274572,0.0014929831016684799,-0.001375657033548854,0.0039501885546681815
2016-05-17,-0.009799758852705343,-0.0015008202068607411,0.0007815813190679707,0.0038245495972311075,-0.0035843116723863824,2.717646507150622e-05
2016-05-18,-0.0006201225239241242,0.000752232155436525,0.00337327608529358,0.010655031756897238,0.0004918942176843881,-0.006615521249437447
2016-05-19,-0.00244381857210173,0.0010955875343605513,0.0005522242128887165,-0.00540332112609968,-0.0004212584316586899,0.003215423775587219
2016-05-20,0.005970992410921888,-0.0008606960564269344,4.476112705827746e-06,0.0037612575497141423,-0.001986273798556171,0.0002886240955430228
2016-05-23,-0.0019761142677050176,-0.0006576047051497022,-0.0012134556465372413,0.0015082271787624094,-0.0008398084569065348,0.0002515862625446714
2016-05-24,0.013644681564847091,-0.000657712472658398,-0.00018762069956683339,0.004715263354409582,0.0013650686289062748,-0.0030410299813827518
2016-05-25,0.006038726912717361,0.0015065604525565704,0.0020288206314832756,0.0028319395602038706,-0.0024562863972358764,0.0016557606862519555
2016-05-26,0.0003484459209034476,0.00020515837966723238,-3.8817426390588925e-05,-0.004713442409141312,0.0012795286830111089,0.002218139854730908
2016-05-27,0.004448851076781991,-0.0005705963915917328,0.0017504140425980892,0.0026116106084995956,0.001752436135055044,-6.455706169438248e-05
2016-05-31,-0.00042806870341015617,-0.0004374381544593743,0.0006326705302107663,-0.0005557211981767965,-0.0013541422734396522,0.0011324850622643659
2016-06-01,0.0014728688081224075,-0.0007608119890822487,-4.382009171721216e-05,-0.0011666227014765903,0.00046718078371243667,0.0014921762849225272
2016-06-02,0.002809173329362395,-0.0008938186423451819,-3.863145988359753e-05,-0.0009256590610496302,-0.0004336466921434298,0.0020439105076768935
2016-06-03,-0.0022260073894063244,0.0003288663904256986,-0.0015464401205240472,-0.008744744973781545,0.0001315092716363384,0.0036725733098622653
2016-06-06,0.004372669251592864,-0.0003532077633567767,-2.689521752751448e-05,0.0038193176558124356,-0.0026280235834826,0.00048449005905863685
2016-06-07,0.0019702260354254836,-0.0009091761513591955,-0.0006789136580684788,0.001028998109972606,0.00015776689433511995,0.0006595562790421118
2016-06-08,0.0030582750971966857,-0.00015666196662889734,0.0007849811981880106,-0.00017363714336810084,0.0031345744660763535,-0.0016885736814717216
2016-06-09,-0.0014666672376025887,-0.00013462206691047072,-0.0009440857072006487,-0.00404456795523884,0.0025212385647197994,-0.0009611898893653984
2016-06-10,-0.00919720969276716,0.0025307659784398846,-7.918158024863722e-05,-0.005701498728822102,0.0008539817995341978,-0.002439812654462151
2016-06-13,-0.00795581493881501,0.0005845591882155212,-0.0015632784047134884,-0.0007478312871946858,0.0013523466218147867,0.00044657541290789884
2016-06-14,-0.00242235272159097,0.001410743724835498,-0.004022689016463446,-0.0031129272169771716,0.0013134306533885759,0.0005898148796484677
2016-06-15,-0.0010781492980271072,-0.000846262785296794,0.0012558993960043528,0.0009708437879077903,0.0008713661492010372,0.002465657705508703
2016-06-16,0.0031225410502249236,0.0007052957863154964,5.5530856495600536e-05,-0.0016091408704697915,0.0004808981834638604,-0.0012116538675701564
2016-06-17,-0.0022306338153804057,-0.0027214418862687452,0.0015903719936036557,-7.03800566941337e-05,-0.0022839089028000087,0.0007578825065279287
2016-06-20,0.0061166644980190305,-0.0018058669057062732,-0.0005701396600178286,0.004895251711699128,0.0010081835221234917,-0.0018043323041332824
2016-06-21,0.0022475487304891013,0.0009405619473748629,0.0006197629353228227,0.0015135133154429682,0.0015332047448903157,-0.0008619627562393554
2016-06-22,-0.0019719905280262224,-0.0001717874706723779,-0.0008674580132697507,-0.0013859488011271075,-0.001303342555421822,-0.0011952108375595928
2016-06-23,0.013830906770846463,-0.001463330558516393,0.0007184875079006972,0.0072103615256293215,-0.001878718241590748,-0.001226506386201963
2016-06-24,-0.034256401506191844,0.0032411253558394743,-0.0017479387651583257,-0.022612023278263917,0.0033454824435991378,0.007369508347802738
2016-06-27,-0.018498393558471472,0.005839640675487369,-0.0012123281650860173,-0.015948747101612256,0.004992397762066203,0.0024871044134055133
2016-06-28,0.017038559431654856,3.851638113889881e-05,0.00016792625254903842,0.008155805133495887,-0.00046907308311981656,0.0007093280962824119
2016-06-29,0.017664970447895192,-0.0014770655583673919,-2.1887004419237602e-05,0.005600447277052257,-0.0016722687711242653,-0.0004725497118335882
2016-06-30,0.015333864108474017,-0.002885879410539528,0.0018563390224376024,-0.0003538634415502497,0.0021233329745099436,-0.0012074761609491267
2016-07-01,0.001289931302617872,0.0011899256166343314,-0.0003782590677392807,-0.0005246014802786486,0.001014058470745575,0.0024736624953888365
2016-07-05,-0.0063997127028760075,0.0025703447023571174,-0.002762110707440205,-0.009962709447732336,0.0036588485278305017,0.001761634368188297
2016-07-06,0.004856990412046385,0.0006068578112678565,0.0008278470970771347,0.0014359366485730265,0.0008155177609635532,0.0019483275470293655
2016-07-07,-0.0009773912804659042,-0.0007922143034655714,-0.001463269150791184,0.006480320106791608,-0.0012311988382361972,-0.004300207949295167
2016-07-08,0.016013563808915374,-0.002687497045997838,0.0006817285185009949,0.005548113062185992,-0.00018688641418331177,-0.0013550976925136625
2016-07-11,0.0037039512760859367,-0.0003053165833701888,0.0014542480802732533,0.003569021042416083,0.0007953220235587272,-0.0008936047172457227
2016-07-12,0.006576690446842418,-0.0011536784868852888,0.0006636660802776126,0.010847709023278126,-0.001157806393385896,0.0003566650274530839
2016-07-13,0.0012633411737139363,-0.000398263511900477,0.0012796890724755634,-0.004043326411730344,-0.0006192685031654228,0.0009028103464164752
2016-07-14,0.004955354928218986,0.0009195207373960141,0.0011504790581244751,0.00453864781195944,-0.002971147990267219,-0.0013670712377244093
2016-07-15,-0.0010801812122118969,-9.212846061519718e-05,-7.036074816130604e-05,-0.00016673552062798923,0.00037748822770064305,0.00041387332443198886
2016-07-18,0.0016040389719047179,0.0010094570211735892,0.0008066728636471779,0.0002627477842628124,-0.0012720378523983767,0.002526005756488624
2016-07-19,-0.0018545786998201605,-0.0002997025911558102,0.00044057504696152334,0.0004117338959312445,0.001579256693520774,-0.005150771525064641
2016-07-20,0.0034159389122307027,0.000228480644132371,-0.0015390208036649556,0.00398631799961147,-0.0013118460113573142,-0.0009408976932194691
2016-07-21,-0.0036672150384319813,0.0011198100568934658,0.001624438878541985,-0.004806185046598179,-0.001399287418960377,0.003481692663305983
2016-07-22,0.0052945919658258095,-0.0015093335113072971,0.0006541258890197984,-0.001652732969803566,0.0017480768687425522,0.0006073662604989578
2016-07-25,-0.0022466306427969757,-0.0014273913046988068,0.00038417611809935464,-0.0005193135071636588,-0.00029081241472469853,-0.0013016147652279216
2016-07-26,0.0009860655210603196,-0.0028435955102996723,0.0007601439655324856,0.006692897827177857,0.0035497608382600147,0.0009519976785122842
2016-07-27,-0.004052741913212837,0.0041459512124174605,-7.593963184360496e-05,0.0030531380792119187,0.00014615049234173504,-0.0007149085177508995
2016-07-28,0.0016510028046853391,-0.0005487871057334322,-0.0028929040863103737,0.0001752280886970839,0.0013567165702837558,-0.0006549471521702422
2016-07-29,0.0015058969855488804,0.0014151540648147088,-0.0011103633438200493,-0.00039447892679378806,0.002164479212689767,0.0011999789522834942
2016-08-01,-0.001965061651533506,0.001120746471158474,-0.0006991857046010582,-0.003707228489637962,-0.0009075854410052153,-0.0016963210552726888
2016-08-02,-0.006925910447204334,0.002487180609838908,-0.000747340928165209,-0.0005450297343724278,0.0011115580041673053,0.0024456909837818957
2016-08-03,0.003404441707156102,-0.0005554497041576434,0.0035465868111357038,0.0062372703850796145,-0.0010212921426249572,0.0014280678379410931
2016-08-04,-0.0006377478408748527,0.0005683777437541218,-0.0030765566356571084,0.0004948103896740822,0.0023210360543481174,-0.002004145946633368
2016-08-05,0.008432221991065126,-0.00021148655857581151,0.001864760725730906,0.008582105438871737,-0.0028104497727585373,-0.0036437699516938342
2016-08-08,-0.0012112612599777686,7.329895702401069e-05,0.000356767816669785,0.0019802849527751805,-1.0205526298291733e-06,0.0005328993852661183
2016-08-09,0.0002376801632935834,7.02737399403379e-05,-0.0006076825566368922,0.0004374479709963036,0.0021640930133157627,-0.001550974806360819
2016-08-10,-0.0019173374172151095,-0.0006201952012027262,-0.0007332705747827445,-0.003625436879203175,0.0005056291287091144,-2.9586123124338047e-05
2016-08-11,0.004467577536215071,-0.0001780172042253506,-0.0008012815065574863,0.002584949088792241,-0.0008226567532744554,0.0018300291917650328
2016-08-12,-0.000788839147604127,0.0006477051573146768,0.0001347548762058268,-0.0017426526259261422,0.001033924945758796,0.001734349605565909
2016-08-15,0.0024171238753376185,-0.0008183901315728071,0.00024043716902876167,0.006147836908072655,-0.0009192693478424106,-0.000793283516024689
2016-08-16,-0.0061257313469745426,0.0010022899668361998,-0.0001868776316559026,0.003184902129473266,-0.0015049218435217821,-0.0009228975697976577
2016-08-17,0.0017116676784198115,-0.00031028903512829486,-0.0006463094457105417,-0.001397443501978129,-0.00022829191453876556,-0.0009007493214375338
2016-08-18,0.0031890156684584187,-0.00114057584981757,-0.0006489517834548102,0.0004093455156862138,0.0016511836773964103,0.003905993993245693
2016-08-19,-0.0009156996279912474,-0.0018655626019680772,-0.0007013184678883651,0.0026242746816519972,0.0007395087026982965,-0.0018142372625899886
2016-08-22,5.1304490458778797e-05,-0.0008217242559984149,-0.0003043327235138116,-0.0018095879246356839,-0.0016408319739513082,-0.0001742890047267999
2016-08-23,0.0013600260477226998,-0.0004399741941877997,-0.0012831483626723013,0.003483915211251125,-0.0009801074583062962,-3.7063945234972495e-05
2016-08-24,-0.005139100798947582,0.0002569177717743121,0.00019465772205643167,-0.0007228606732535663,-0.002517718226028719,-0.005446609275268127
2016-08-25,-0.0007805021124230236,-0.002014217859856436,-0.0018799123063113765,0.004136707499654272,0.0002357758990384791,-0.005039802069793951
2016-08-26,-0.0025665758003991833,0.0007307687448648327,-0.0008381988357561679,0.005701389043060431,0.00014111676234942067,-0.0025336269499273106
2016-08-29,0.005759246623209476,-0.0009704868854938707,0.0012696377436098019,-5.076689667443732e-05,0.001219548180332975,-0.00025509772018952805
2016-08-30,-0.002123524676271382,-0.0008705917127756333,0.0018195442640112475,0.005405925409076967,-0.0029821627834742794,-0.0054664978309524655
2016-08-31,-0.0018775167323037698,0.0003234993178912961,0.0019182923010355511,-0.002060626558304632,-0.000344591108831823,-0.0014734234637253916
2016-09-01,-0.00031339200941168574,0.0009565609272220007,-0.0010301575381218735,0.00015135568470086452,0.0034929877937201186,0.0009415094226646421
2016-09-02,0.004872747310887177,-0.0013275675989400813,0.00053389282113268,-0.0006572060590248585,0.0002949228411163573,4.0079375402212293e-05
2016-09-06,0.001962060773302063,0.0022385959163658134,-0.00040641386002611564,-0.0023819346000276045,0.0024288376596062317,0.003946515047215764
2016-09-07,-2.6996173078191045e-05,-0.00040513183102853037,0.00011423070979857527,0.002187277124040742,-0.0023141737888701212,0.0018615041050114452
2016-09-08,-0.0028880826340052313,0.0008619639181033109,2.8354998011634672e-05,0.0027665215461795773,0.00011127939874619274,0.0009690078902535407
2016-09-09,-0.025432739643938565,0.002873773404859466,0.00153042816172738,0.000742574641723871,-0.0031033901164504276,-0.0003868115524954896
2016-09-12,0.014995537225590423,0.00023422226972205109,0.0009956651170117633,0.0009264509828017151,0.0018228997849175914,0.0014234571378867016
2016-09-13,-0.015451629409768734,0.0011705370695914087,0.00034408896596000924,-0.0015416262100165661,-0.000825467622714712,-0.0020777220443456952
2016-09-14,-0.001396961869158441,0.0006836588473852175,-0.0007804385454429769,-0.0007434101374711062,0.0020136283416655474,-0.0004283472348992915
2016-09-15,0.010098145977809607,0.0007896693548080698,0.0010946442082472854,0.002177960178932558,0.0025373365716568645,0.00043348885141847164
2016-09-16,-0.0038203494169977738,0.0005769211742118146,0.0006195821148318334,-0.0030318835518278386,0.0011109671666229331,0.0025781541403431005
2016-09-19,0.001269754943488181,-0.0032811406258292726,0.0011578398561616244,0.0010909322484251322,0.0018379829301658685,-0.00299694123143848
2016-09-20,0.00044071666095456946,0.0012385414301372148,-0.0017336922792118357,-0.00021160683502376672,-0.0013006340767264158,-0.0012958437153615702
2016-09-21,0.01195145834837803,-0.001731546350064519,0.00012902974427634982,0.0009401284588170182,0.005744513111711737,0.003267506712476867
2016-09-22,0.006694435261630496,-0.000717806934697239,-0.0011222435927089633,-0.0003849573842606484,-0.00045509302255159487,-0.00036424228090148293
2016-09-23,-0.005201129215974806,0.00020514783140098574,0.001412453097185792,-0.0029964743333362014,-0.000872172649517549,0.00023882120007778654
2016-09-26,-0.007888183849670475,-0.001755860085848862,-0.002244492355746304,-0.0022088834772306604,0.0010187301823490684,0.0011588206004310977
2016-09-27,0.005786569394796052,0.0017002607306405568,0.0006346003067626308,0.0030382238818426775,0.001255013453660751,-0.0003055267917577596
2016-09-28,0.004668223345923338,0.0005599219020056591,-0.0015778159103179074,0.005152875987584023,0.0011221888070715458,0.002164986368667236
2016-09-29,-0.009266567297207158,-0.0004008564358706966,-0.00362740178704329,0.0005897414274098217,0.00040472028480500555,0.00017555332134030707
2016-09-30,0.007593928802607885,0.0004833431570908719,0.0016431973005752412,0.004907580199189422,0.0012352948861139316,-0.0015548414886091084
2016-10-03,-0.004122119646632314,0.0009269672115519547,-0.0008543198743189183,0.0026354850097490617,-0.0013782083140462425,-0.00018189276838381926
2016-10-04,-0.00638431920641817,0.0018659639014080762,-6.892015219716534e-05,0.005648842957937892,-0.003114531037411036,-0.0035950883341855483
2016-10-05,0.003437130519722744,0.0003889665695683038,0.0027038772922012683,0.006919145703794177,0.000488437982929886,-0.0009700197934402092
2016-10-06,0.00039821575174828173,-0.0006964166802946962,-0.0009365349097902539,0.00011542926270096971,-0.0002724834935876209,-0.0010295202057128122
2016-10-07,-0.004043139414204302,0.0018605768614393485,0.0001128181816282844,-0.001928114768030494,0.00025528428888708953,0.000351897132157362
2016-10-11,-0.01267169172616962,0.0016011475525851391,0.0015758213036546798,-0.002113016842284086,-0.0007599078066061,-0.0013622968082308055
2016-10-12,0.001919516590419525,-0.001463609332002739,-0.0007091710758801496,-0.0014468611550504011,0.0009066777276395556,-0.0025067607470667906
2016-10-13,-0.0026028398980616234,0.00025619879753292145,2.160955384599957e-06,-0.007200120774027728,0.000346057217511114,0.003911765548085303
2016-10-14,0.00026254325051953904,0.00024218206015680973,0.00028578664475346585,0.0027987292884753155,0.0007013638388212462,-0.0024307539687996866
2016-10-17,-0.0030828954995116738,-0.00030194291707190206,0.0009123397550173328,-0.002135334229055881,0.0015259141927361462,-1.443563240038215e-05
2016-10-18,0.0065228977548307965,0.001412057657091745,0.0013629262675138834,-0.001171668432552909,0.0011615843615277168,0.00751957362953424
2016-10-19,0.002291255576434198,-0.0012516680079082344,4.6733739715569154e-05,0.0044194782338017324,-0.0012366281010234013,0.0009827535885407923
2016-10-20,-0.0016631736245898913,0.00035169961386793253,0.00026191068521015545,0.0007810952184872284,-0.0015575582537374285,0.001683657029513421
2016-10-21,-0.00022034565691671758,0.0006694362571235689,-0.00174624135835833,0.0013352865367343815,-0.0006670407386622768,-4.8079763384009026e-05
2016-10-24,0.004938675976621793,0.0011961198616922384,-0.00019124215770183992,0.0013389005207139178,0.002348121178574225,-0.0013490851749482337
2016-10-25,-0.0038264203644369143,0.0022927350713851085,0.0020592324723549536,-0.0035792900694803227,0.0007694475615500127,0.0018766033380665658
2016-10-26,-0.0017786027713039628,-0.00047054438469329224,0.002606316910255181,0.0025065540326852285,-0.0017745566298548185,-0.0012295234714905447
