Date,zero_beta_portfolio
2015-01-05,0.00450977898339734
2015-01-06,0.01262099409365783
2015-01-07,0.005188392687487794
2015-01-08,0.0062927806412015974
2015-01-09,-0.0035774668207138303
2015-01-12,0.007107258269791823
2015-01-13,0.002027855476575707
2015-01-14,-0.00029882705756758643
2015-01-15,0.0006671073075385676
2015-01-16,0.010651022783757054
2015-01-20,0.005981399628121791
2015-01-21,-0.0018851972719162464
2015-01-22,0.004111358175913826
2015-01-23,-0.0004302399400797826
2015-01-26,0.003373028769685851
2015-01-27,-0.0008915056498883321
2015-01-28,0.00247636167442184
2015-01-29,0.007554176976034329
2015-01-30,-0.005016763233808683
2015-02-02,-0.004221891481548879
2015-02-03,-0.005062751565615701
2015-02-04,-0.0006608876813118527
2015-02-05,0.010008867088755424
2015-02-06,-0.003773799577937856
2015-02-09,-0.003465986046954544
2015-02-10,0.011329784833702738
2015-02-11,0.005818985051619216
2015-02-12,-0.009211904404951378
2015-02-13,-0.007416373580138707
2015-02-17,-0.00223356880735315
2015-02-18,0.001784909919063388
2015-02-19,-0.0026396460925356864
2015-02-20,0.0004395503653358715
2015-02-23,-0.0009996642124466314
2015-02-24,0.005564399617299013
2015-02-25,0.009143998100160887
2015-02-26,0.004938129659637603
2015-02-27,-0.008666423497515672
2015-03-02,0.009804242945116084
2015-03-03,-0.0012046148477355902
2015-03-04,-0.0027474059520802546
2015-03-05,-0.0031183989341805967
2015-03-06,-0.00981540017128384
2015-03-09,0.001520947379981977
2015-03-10,-0.008836255081112264
2015-03-11,0.0020967351774704534
2015-03-12,0.010315653174485507
2015-03-13,0.0073139579550790985
2015-03-16,0.0051123027870292005
2015-03-17,-0.01502985154868678
2015-03-18,0.006030006341913171
2015-03-19,3.174998890499821e-05
2015-03-20,0.0037953842524817063
2015-03-23,0.003970402287538982
2015-03-24,-0.0035521512804146745
2015-03-25,-0.00357506204003038
2015-03-26,0.0016474786719973765
2015-03-27,0.002550578114971295
2015-03-30,0.013065026098160164
2015-03-31,0.0001666281981054855
2015-04-01,-0.007003316741035823
2015-04-02,-0.0049288464351189805
2015-04-06,-0.005871911556903998
2015-04-07,-0.0016644173856375022
2015-04-08,-0.00023964956960513726
2015-04-09,0.00863593140671849
2015-04-10,0.009080846422801242
2015-04-13,-0.004742699294231067
2015-04-14,-0.0031655587098848616
2015-04-15,-0.007099742678004929
2015-04-16,-0.0023992151642530236
2015-04-17,-0.0013021878556514872
2015-04-20,0.005168587820200029
2015-04-21,0.006991744663916158
2015-04-22,-0.003199400363487612
2015-04-23,0.0042947002081839426
2015-04-24,0.007545629739209771
2015-04-27,0.0019683697189062446
2015-04-28,-0.005244750053482981
2015-04-29,-0.004939087376654885
2015-04-30,0.0069744350139482394
2015-05-01,0.005850221981908213
2015-05-04,0.005560938710617251
2015-05-05,-0.003657491453069341
2015-05-06,0.0052450201488263145
2015-05-07,0.004468970673633056
2015-05-08,0.009048762926890181
2015-05-11,-0.0005521933745523588
2015-05-12,0.0027501988208908736
2015-05-13,-0.007507039037390632
2015-05-14,0.0024516549130478432
2015-05-15,-0.0010373429773530803
2015-05-18,-0.0005274531555729327
2015-05-19,0.0007765753720562252
2015-05-20,0.0027072018282933595
2015-05-21,-0.00934571045724575
2015-05-22,0.005396079704960121
2015-05-26,0.002063202103578119
2015-05-27,0.0025755118857022454
2015-05-28,-0.0036971143834080263
2015-05-29,0.0017751319910220842
2015-06-01,0.003957080413996098
2015-06-02,-0.0033978473354760335
2015-06-03,0.002243069316935289
2015-06-04,0.0014073668296432312
2015-06-05,-0.007341956888077585
2015-06-08,-0.0008667163928762347
2015-06-09,-0.0021711144717714236
2015-06-10,-0.005431795507987842
2015-06-11,0.0005671466521336548
2015-06-12,-0.0009558697651682233
2015-06-15,-0.005725687847553495
2015-06-16,-0.0064202021811396535
2015-06-17,0.004120305657828656
2015-06-18,0.006374669257382691
2015-06-19,-0.005504327674962773
2015-06-22,-0.005399913122280815
2015-06-23,-0.0013121214417866503
2015-06-24,-0.009693331144601707
2015-06-25,-0.00011610767997556102
2015-06-26,0.0009566760311720817
2015-06-29,-0.003650394355294698
2015-06-30,0.003151436009102017
2015-07-01,0.008881963821080686
2015-07-02,0.0038425981049592397
2015-07-06,0.008184543504810463
2015-07-07,0.010215282431905346
2015-07-08,-0.0032266360456704615
2015-07-09,0.003446742939234795
2015-07-10,0.00598862516685888
2015-07-13,-0.0020608744526384453
2015-07-14,-0.0021230198259664336
2015-07-15,0.007540461137470367
2015-07-16,0.0026720732197947606
2015-07-17,0.007054245499309308
2015-07-20,0.0027557640271923074
2015-07-21,0.0015185482742545772
2015-07-22,0.0022563060776694004
2015-07-23,-0.004184989904487078
2015-07-24,0.00407610968107837
2015-07-27,-0.004142602996917077
2015-07-28,0.004358864831201327
2015-07-29,0.004585970975620298
2015-07-30,-0.006329700417907873
2015-07-31,-0.0012341672171797603
2015-08-03,0.004710349812796956
2015-08-04,0.0028635105930876013
2015-08-05,0.003406077555926727
2015-08-06,-0.010761565308186982
2015-08-07,-0.0008845158418411826
2015-08-10,-0.0017231315975835344
2015-08-11,-0.0014654335106388785
2015-08-12,-0.0019376077105393266
2015-08-13,-0.0006690875092115363
2015-08-14,0.001426836641141682
2015-08-17,0.0009341726248261665
2015-08-18,-0.0031118167242535823
2015-08-19,0.0001645440564581703
2015-08-20,-0.002171132521378152
2015-08-21,-0.004913822517660642
2015-08-24,-0.01651552923861209
2015-08-25,-6.526217150276297e-05
2015-08-26,0.0088438271312343
2015-08-27,-0.004716416499883536
2015-08-28,-0.0034848069132957134
2015-08-31,-0.008454672379661353
