,0
MSFT,1.2060007486613271
MSI,0.8866666355052187
MTB,1.0564274881426687
MTCH,1.1956477848688811
MTD,1.0417181717563655
MU,1.5369015318894192
NDAQ,0.8983920532028808
NDSN,1.0752804450721345
NEE,0.6953820831572989
NEM,0.41265361207911516
NFLX,1.1757020473048212
NI,0.6274334874610494
NKE,1.0421580548303304
NOC,0.5491417099942182
NOW,1.36895655016583
NRG,0.9621420428531038
NSC,1.0075551028262768
NTAP,1.105705545709738
NUE,1.1515434331157826
NVDA,1.8370518103297995
NVR,1.0019111293678526
NWS,1.0325216624424645
NWSA,1.0314342697073626
O,0.7526957160998997
ODFL,1.069058355642291
OKE,1.1974736613571237
OMC,0.8753550714503628
ON,1.785590356068424
ORCL,0.9651917495227443
ORLY,0.7169267828961796
OXY,1.2099510351443625
PANW,1.0527681832039077
PARA,1.1414900827402343
PAYC,1.4745798522521132
PAYX,0.9996752195181459
PCAR,0.8874419681870762
PCG,0.85317827472724
PEG,0.6248739798017551
PEP,0.5974885799073097
PFE,0.5654981211707091
PFG,1.233868732972624
PG,0.5246255338530703
PGR,0.6196825193703744
PH,1.2780046614836982
PHM,1.2127847418934063
PKG,0.8517401614868546
PLD,0.9916298153437485
PM,0.6274548556398148
PNC,1.1264096909025023
PNW,0.6009817878882677
PODD,1.0136691317834112
POOL,0.9966814175823927
PPG,0.989610770743372
PPL,0.6759138453769001
PRU,1.259485495487456
PSA,0.6089355618317729
PSX,0.9857192978195473
PTC,1.1082786343273596
PWR,1.1131551575720868
PYPL,1.3402968527199883
QCOM,1.3603252310889138
REG,0.9224476991548209
REGN,0.6851038326181703
RF,1.2681542659883376
RJF,1.180865542143579
RL,1.136882503111134
RMD,0.9188990246857567
ROK,1.1514020851143025
ROL,0.6790938885195099
ROP,0.8921030493886741
ROST,1.059936586109423
RSG,0.6370000756803573
RTX,0.8961357142875274
RVTY,0.9372227598850276
SBAC,0.7821358100778577
SBUX,1.0143969054750723
SCHW,1.1117425208184133
SHW,0.9151834494097045
SJM,0.30460170104204765
SNA,0.931478975502424
SO,0.5726783231048896
SPG,1.1335888328863182
SPGI,1.0414205714375544
SRE,0.6757280570171724
STLD,1.2121790324006847
STT,1.2439704571581225
STZ,0.7373127925115207
SWKS,1.4811262079175118
SYF,1.3773237399134084
SYK,0.9905720007551564
SYY,0.9158544425219141
T,0.5800958378988961
TAP,0.6671219714110949
TDG,1.1701527873817228
TDY,0.9913827630200077
TECH,0.9557698654262039
TER,1.5414216822013598
TFC,1.2208385468726215
TFX,0.9124391152944786
TGT,0.8391684383588499
TJX,0.922114822441001
TPL,0.9984719011464983
TPR,1.3787261147376928
TRMB,1.2481103721698985
TROW,1.2943053893948975
TRV,0.7502292786244296
TSCO,0.7925998153746185
TSLA,1.562794039835692
TXN,1.1775818285686213
TXT,1.227561485334539
TYL,0.9420859448862162
UDR,0.8230306518469095
UHS,1.0244073756016978
ULTA,1.0523829175047008
UNH,0.7810378519460932
UNP,0.8935767493829597
UPS,0.8556752556612717
USB,1.084564002196454
V,1.022699708318827
VLO,1.0735019357068465
VMC,0.965726439031979
VRSK,0.8143470522092634
VRSN,0.9545717673251138
VRTX,0.8183470029473345
VTR,0.962030571486448
VTRS,0.8485391310121718
VZ,0.4274438091919055
WAB,1.0497009597255929
WAT,0.9338018846180488
WBA,0.8253358962589505
WBD,1.0650302911462757
WDAY,1.2261960735846065
WDC,1.4785734341806682
WEC,0.4902555486781706
WELL,0.8908750785731381
WFC,1.123854837795386
WM,0.5979071919703913
WMB,0.9546945394365998
WMT,0.4835673053564017
WRB,0.7683222036126064
WST,0.8674095204664625
WY,1.22254739872059
WYNN,1.3854630395223275
XEL,0.5377212124430009
XOM,0.8050369143771878
XYL,1.0707226529083285
YUM,0.7574754728294687
ZBH,0.8590822133626397
ZBRA,1.3531247277656977
ZTS,0.9289170101857247
