,mkt_beta,smb_beta,hml_beta
KEY,1.429930311335914,0.5917873455894341,1.5057558013984678
KHC,0.6257236395651395,-0.35745074177052344,0.370094823809224
KIM,0.9952133576265713,0.458600061754332,0.7738825453566232
KKR,1.3866990936747072,0.24619460140542898,0.1547668480453082
KLAC,1.5196982156959615,0.049483726410514996,-0.3914277046176625
KMB,0.43915537709969066,-0.3772569647036893,0.06287056295554667
KMI,0.9124013962805805,0.12792751152671275,0.7626124967157554
KMX,1.153377982159045,0.6300404002100761,0.32884064807596264
KO,0.5895835753943446,-0.36978040222215214,0.23597250055071367
KR,0.33802206624722353,-0.05638370277042065,0.16291090267349995
L,1.0154511088797176,-0.06642650627102914,0.8193322188424563
LDOS,0.7762533366548876,-0.02669018617631762,0.26297087489649135
LHX,0.6824324761660294,-0.09281744876098753,0.3424769559936577
LII,0.8690544144011308,0.30374007319315033,0.047850084506640904
LKQ,1.083532018718559,0.3320032064206316,0.5787770263653673
LLY,0.6722414910706968,-0.46210713798473974,-0.1845522713637604
LMT,0.6008497553693863,-0.3191625357194675,0.30762278415379807
LNT,0.5550602079817575,-0.2979744177088084,0.25104373001541225
LOW,1.0106308467385359,0.1989949468522263,0.07884834959580853
LUV,0.9935515913201978,0.5079637902729087,0.5968925068575516
LVS,1.0959832357320498,0.4326810340037423,0.29155609185982423
LW,0.840643425240422,0.18477216909691285,0.35391104264833034
LYV,1.1602917354509574,0.5106577766093191,0.3106345931052291
MA,1.1386911909327317,-0.307045851636481,0.03980206777461313
MAA,0.7669482096845328,-0.06148300577754381,0.20818200736273945
MAR,1.0752637996217844,0.34949916152508803,0.46811413896669307
MAS,0.9673632299970697,0.3139039574087429,0.12719974239081272
MCD,0.6754834379282693,-0.2646321136070591,0.1674988988663903
MCHP,1.4742089173726258,0.3669376760920947,-0.1456054389439207
MCK,0.6874717085140016,-0.34718085813639155,0.2587411209964619
MCO,1.1438408769960677,-0.16357772503765985,-0.0656655113108399
MDLZ,0.6676952281279822,-0.3741817047893357,0.10408452528896668
MET,1.1962905455420725,-0.042502842701090324,1.0019100409705444
META,1.282051851812216,-0.21009603932390247,-0.6685061252982486
MGM,1.5517495169008306,0.5492974551440297,0.5588885620498609
MHK,1.163175493233641,0.8221133218542818,0.6287756867397972
MKC,0.5402688158327424,-0.31554960747572913,0.04075752900574139
MKTX,0.7484919953120779,0.0015642334877386255,-0.3152089661440579
MLM,1.028813655955554,0.32266864669486367,0.40282864978609795
MMC,0.7988608913941628,-0.3037215236984132,0.10069763514444491
MMM,0.8120065922501277,0.06430543091201174,0.3710085858061757
MNST,0.7867574375537414,-0.19930265922060375,-0.07811899634226085
MO,0.5551197152711902,-0.2382180768489921,0.40004295146519464
MOH,0.7678930914538389,-0.05747947543692253,-0.039379023326040014
MOS,1.1575072919178881,0.6058681166321126,1.06447129933209
MPC,1.2464016241174445,0.0858950002284227,1.086390713388715
MPWR,1.632034302192707,0.48080669919571906,-0.6480198849374652
MRK,0.5263679967641046,-0.33855156033649636,0.10292791694647546
MS,1.3025956666571155,0.05824751163291467,0.7650851031507911
MSCI,1.1363051401475341,-0.04059396215049729,-0.3367642633089682
MSFT,1.1897638023595003,-0.43682282115299165,-0.45882831597204393
MSI,0.8702859760938917,-0.1610033091829492,0.023596083445308384
MTB,1.1027156790146277,0.32266588740421204,1.2636419820494866
MTCH,1.0850117289249337,0.6559599637051484,-0.48358046709805336
MTD,0.9921984522950928,0.07777102366470154,-0.14437820487611852
MU,1.4927203055571003,0.28922694539481564,-0.12307414958379954
NDAQ,0.8878912472810903,-0.1574667679418386,0.0059426514887955945
NDSN,1.0415324864699083,0.281347840752231,0.21485114058449
NEE,0.6673979351102101,-0.18625119953378866,-0.02029279731546782
NEM,0.38217572557887236,0.1381135769240358,0.030430124390875266
NFLX,1.1169306557231446,-0.06993335721315541,-0.8257827021843962
NI,0.6434408072756156,-0.22321763106427311,0.2984264295217943
NKE,0.9972237556824624,0.024105736153496933,-0.0450067747484579
NOC,0.5825961154261659,-0.28358633779828407,0.3098261065715821
NOW,1.283520845252734,0.08716866360177766,-0.8884798278565373
NRG,0.9538917728963155,0.02110989832274745,0.27189785962075946
NSC,1.0196326119673271,0.019348702989992944,0.5026258731568102
NTAP,1.083028251280188,0.17158631733534438,0.18202410171171296
NUE,1.1577752073455683,0.33841475984948477,0.7367789130568793
NVDA,1.7410969725933776,-0.11753368250691595,-0.9692324587263698
NVR,0.9318846095483868,0.3533616223461551,0.10482226583136571
NWS,0.9912305315086274,0.40242097517359776,0.30901460547010273
NWSA,0.9946855168276771,0.36250141878570225,0.30656795283145544
O,0.7321098205508639,0.05142135628261357,0.34011024706712434
ODFL,1.027500927532577,0.24450415195007347,0.026891932209251807
OKE,1.2575930185472215,0.30545139499420054,1.0135146415313072
OMC,0.8637906907250008,0.2120783059180313,0.5350652457993396
ON,1.6714748937254136,0.8025252172999574,-0.041348035652679166
ORCL,0.9797010122648843,-0.35316427121674315,-0.011695145676967778
ORLY,0.7339517431023096,-0.19806135744314735,0.13239781747124996
OXY,1.3120425233414221,0.1626801835460141,1.3974337680685616
PANW,1.009606433232011,0.13697987147276253,-0.5643183757752448
PARA,1.0737338864131525,0.8518550697730829,0.6070824065176553
PAYC,1.3544432954524188,0.58830827049481,-0.45176487636273877
PAYX,1.0030099078623058,-0.19504432027908503,0.1345649099434339
PCAR,0.895724307249095,0.0846069333290602,0.4548559956674356
PCG,0.8710984983906852,-0.05270477370816046,0.32570689694863103
PEG,0.6399626043515863,-0.25412806675186994,0.29923820889145697
PEP,0.6169810846758526,-0.46932364642231394,0.08083832351551053
PFE,0.5762458714885249,-0.27965865388269134,0.12292582618496417
PFG,1.2780375875070757,0.08963289138038591,0.9909666148120164
PG,0.5398734593381418,-0.48680607429550443,0.04850850058555879
PGR,0.6663131365667858,-0.39929770362921846,0.24365853811967514
PH,1.267404652047766,0.25278871622822013,0.6121685638830403
PHM,1.1182881379783292,0.6075413228745384,0.20959601581399437
PKG,0.8484907272636358,0.09890360034556561,0.4877635521146466
PLD,0.9466300332654727,0.008766793260918428,0.04796209614267529
PM,0.6316427840541061,-0.2350156580441598,0.3465280365227232
PNC,1.1624949514195628,0.19522268142596916,1.0141536309834864
PNW,0.6029306912329397,-0.15054191944244413,0.35621920877808333
PODD,0.890039120591888,0.5670664815022018,-0.5978364209707884
POOL,0.9017462175069393,0.5223895468238687,-0.2274502986390292
PPG,0.9600969817728356,0.1393509731594765,0.35027265812560093
PPL,0.6855454717662757,-0.20251557353833877,0.4171757197177349
PRU,1.3280792072575967,-0.0475258372096006,1.0923938781714788
PSA,0.5841523594397973,-0.060686057711108896,0.04836864425645599
PSX,1.044512941521468,0.08378686753580766,1.0821638617507672
PTC,1.0480792353017412,0.305400290603717,-0.2549268718943229
PWR,1.0849135414790538,0.3391985708182881,0.3480960576765232
PYPL,1.2722744178990233,0.2364871452039375,-0.5249472616831856
QCOM,1.3053166259834286,0.0932639171090613,-0.25098683073459116
REG,0.8978385501371546,0.25219738288165666,0.6415835526410181
REGN,0.6459139115872103,-0.01081983885445223,-0.31518529673236945
RF,1.307829592249314,0.5351162912576324,1.3410419689726605
RJF,1.2146423248556624,0.08752545988850784,0.7782436493219745
RL,1.10334121113162,0.5578983641536717,0.5114549696059271
RMD,0.8665414343806547,-0.02423255727318606,-0.24880986353072743
ROK,1.1228884046531533,0.24509519701702834,0.34453999028837073
ROL,0.6655911861225038,-0.1398053283694792,-0.116321145735679
ROP,0.896131480191132,-0.20263139713736739,0.0665185074869079
ROST,1.0124309863251182,0.21927070649151031,0.24879909349191437
RSG,0.6621314202968214,-0.3635851043081015,0.17603216826335877
RTX,0.9166050171022555,0.03279306311112014,0.5992572238159442
RVTY,0.8733037809423077,0.24185562782386963,-0.21555711427672553
SBAC,0.7343961826156343,-0.08173913615017808,-0.098838941756035
SBUX,0.9848723795789814,-0.10820421118224699,0.04331887546534573
SCHW,1.1475745086937748,0.1303324185947399,0.821765547183187
SHW,0.8718939741506397,0.12105919528775455,-0.022464601387093518
SJM,0.33135588260281823,-0.2712306961061203,0.20431327009475259
SNA,0.9183615914319923,0.2749497547313587,0.5521592827159101
SO,0.5866124216058315,-0.3803643053848772,0.2546281841998662
SPG,1.1072504461221826,0.5438605031901675,0.8219559932320621
SPGI,1.0262630808729605,-0.18614103679912047,-0.05151536919534373
SRE,0.7119137052343593,-0.24062546956660763,0.3779222466809702
STLD,1.2117088235214033,0.5147464421775598,0.8429435655838395
STT,1.2695828978879558,0.10688520831016524,0.8647258921861661
STZ,0.7301829469843817,-0.11193688831271276,0.2425410568684429
SWKS,1.390971797805762,0.355583123185224,-0.2394687786656841
SYF,1.4070232176063013,0.4532594280287004,1.0444174951568357
SYK,0.9727214817521398,-0.14907229970124808,0.04450019672596484
SYY,0.9117196201963045,0.14338073489699363,0.5581028379531829
T,0.6184586511259449,-0.22858281792338195,0.47098029725640866
TAP,0.6848948058201191,-0.00325083221701071,0.6210135869962251
TDG,1.1504725978642016,0.2671320281521116,0.39868642647634717
TDY,0.9678781773267844,0.2610423718267171,0.30116036445446737
TECH,0.8430773948105936,0.6333815470152984,-0.4194571570846682
TER,1.4377724005843282,0.4407391419407356,-0.3314239532687416
TFC,1.2538816786801066,0.35024743892751664,1.2009857409262539
TFX,0.8728418416259924,0.13308661613023776,0.010880553633432204
TGT,0.7927872839719554,0.20707305363112816,0.016783558789602897
TJX,0.9042039671633574,0.10767286174948468,0.2640713711756184
TPL,1.016608165514372,0.49258964206000055,0.7784106226204592
TPR,1.3386622993863804,0.6002852756593209,0.6180679126399287
TRMB,1.1886964172650212,0.5988618484350465,0.030816582380416874
TROW,1.2666734563621886,0.14356643729949758,0.18818265519838073
TRV,0.8053811063452067,-0.1898957814500971,0.6580643905231718
TSCO,0.7597966291238927,0.20942544714943173,-0.06503260808432741
TSLA,1.4873131350212492,0.6068792781622776,-0.7199168238556932
TXN,1.135439275283613,0.0856999915913068,-0.09124418598373865
TXT,1.2261593447557546,0.2885613959364479,0.7160219945710118
TYL,0.8590579772343047,0.27054575542923653,-0.5544619526697627
UDR,0.8006388706462902,0.04258583841093721,0.31939256169747504
UHS,0.9932358091601718,0.3317304341112354,0.4895803654256081
ULTA,1.0052866470379453,0.3922141570457329,0.27196042900982376
UNH,0.7984804131678109,-0.34119540502202456,0.18565200772175347
UNP,0.9090093450583512,-0.011683704993449583,0.4605310307064905
UPS,0.8409151976711333,-0.029031789378051488,0.1517487088176917
USB,1.1338466138938936,0.1828033591918357,1.1173929472469646
V,1.026206178884686,-0.29887175737256455,0.07155762193062251
VLO,1.1287680762719603,0.09692856826960766,1.162211837751863
VMC,0.9403533241932096,0.36592933934481164,0.36576951841933175
VRSK,0.7947620687475282,-0.25188258464314406,-0.15850388503352336
VRSN,0.9191685612010013,-0.15486548774654968,-0.28376004544417044
VRTX,0.7925831633793562,-0.12045543222474511,-0.27318056904349963
VTR,0.9508626136777358,0.21459177159472598,0.5943487628576337
VTRS,0.826007289558967,0.36759027495192487,0.38062619747818915
VZ,0.45421653354039354,-0.3117563893741918,0.26888592114346455
WAB,1.0310851246274364,0.4304655737357383,0.6121500272428524
WAT,0.8879524306567921,0.13689277926246624,0.0061803589159005815
WBA,0.7837715251504449,0.2511682333453346,0.47165280794591463
WBD,0.990111471897726,0.9079849577876028,0.5283352673619501
WDAY,1.1442016066854201,0.2903137456306962,-0.6375036861062116
WDC,1.4427114858752055,0.36577429718728927,0.25367306112974586
WEC,0.5081978930883245,-0.4429245133122538,0.1740522322427842
WELL,0.8770437066152827,0.1352008718122618,0.5075070297924196
WFC,1.1945025771375715,0.04266556611125932,1.0988854461957875
WM,0.6236823285828522,-0.37741723484322454,0.1783299600782197
WMB,0.9807347952773164,0.12288392701691842,0.7220064093943279
WMT,0.4933901558746874,-0.26748139257470244,-0.05307172208197586
WRB,0.820638913382228,-0.2688741051987125,0.6367068142818673
WST,0.8151690234702313,0.04003472152963316,-0.43227160110357227
WY,1.1725426380926094,0.3624252749136261,0.4833332390816971
WYNN,1.3412247516556226,0.5981614910587381,0.4857630576898682
XEL,0.5462570178439712,-0.38891732869194634,0.1484651160359226
XOM,0.8614479062670342,-0.07923760169916694,0.9272544525334296
XYL,1.0393447375895088,0.14635557153863493,0.2565105651565084
YUM,0.7608457671456051,-0.18380541840818937,0.14692563503115363
ZBH,0.8305693948460771,0.12445665244978939,0.24164029863274528
ZBRA,1.267470582653986,0.5035455395032407,-0.07660114379901276
ZTS,0.8830500442280572,-0.08408730331261556,-0.2223270723714535
